Date,PPPB,ENER,ENER_H,ENER_T,DISPO,DISPO_H,DISPO_T
2018-06-26,99.87845974522293,169560.0,168846.0,714.0,0.8979843978791981,0.9072510710890136,0.8801646274221498
2018-06-27,91.70521935720652,170568.0,169854.0,714.0,0.9069198606401448,0.9140426120970028,0.8952882949115161
2018-06-28,96.67176793741925,171043.0,170329.0,714.0,0.8966836183528105,0.8993695451381849,0.8952882949115161
2018-06-29,80.2022632035928,171008.0,170294.0,714.0,0.910789193098499,0.9137878394449128,0.9083832204309545
2018-06-30,74.05687304416601,159308.0,158594.0,714.0,0.8520235545529409,0.8530287859008607,0.8534962978522291
2018-07-01,71.3753155674579,140962.0,140248.0,714.0,0.8992110973895975,0.8960629844237425,0.9115228692958043
2018-07-02,67.64388020863524,144223.0,143509.0,714.0,0.9128620331063769,0.9015858745386229,0.9423285896829982
2018-07-03,66.98461499458433,164338.0,163622.0,716.0,0.911176803460716,0.9001180046454881,0.9423572091232124
2018-07-04,104.97608898908014,165295.0,163058.0,2237.0,0.8695825003768075,0.8535190639305952,0.9118998232071277
2018-07-05,86.30705239474848,167266.0,166550.0,716.0,0.8806625537273758,0.8695607743191538,0.9118998232071277
2018-07-06,87.47690189440529,166675.0,165959.0,716.0,0.9037370001407988,0.8875575202247098,0.9469783297449631
2018-07-07,79.03331397103568,160059.0,159343.0,716.0,0.9050667068181174,0.8784316497885343,0.972698454375186
2018-07-08,68.52624622487446,140594.0,139878.0,716.0,0.9145839135342022,0.8900755306800221,0.9774246004656129
2018-07-09,103.74629532772975,164419.0,162280.0,2139.0,0.8836385060683066,0.8660812527641129,0.9293252988849796
2018-07-10,114.92744980775606,168952.0,166684.0,2268.0,0.8941008437244695,0.8811476516319369,0.9293165467625899
2018-07-11,86.7615517221847,170365.0,169651.0,714.0,0.8891387412962404,0.8739072407372465,0.9293165467625899
2018-07-12,92.1801216958315,171668.0,170437.0,1231.0,0.9006121714824005,0.8907910876109647,0.9273967733257872
